date,debit,free_credit_cash,free_credit_margin,total_free_credit,gdp_b,mktcap_m,debt_gdp_pct,debt_mktcap_pct,net_leverage
2012-11-01,351441,135650,202425.0,338075.0,16420.419,27062333.0,2.1402681624628457,1.298635265481361,1.0395356060045848
2012-12-01,355009,162206,211576.0,373782.0,16420.419,27062333.0,2.1619972060396266,1.3118196424528514,0.9497755376128332
2013-01-01,388123,142856,199709.0,342565.0,16648.189,29895515.0,2.3313226441626775,1.2982649738597913,1.1329908192605782
2013-02-01,390351,142123,208682.0,350805.0,16648.189,29895515.0,2.3447054811787638,1.3057175967699504,1.1127292940522513
2013-03-01,403933,144530,197887.0,342417.0,16648.189,29895515.0,2.426287928374672,1.3511491606684145,1.179652295300759
2013-04-01,408677,140706,191719.0,332425.0,16728.687,30440679.0,2.442971166834552,1.3425357561833624,1.2293810633977589
2013-05-01,401606,146765,199756.0,346521.0,16728.687,30440679.0,2.4007024579992438,1.3193069707807765,1.1589658346824578
2013-06-01,407681,150093,200308.0,350401.0,16728.687,30440679.0,2.43701732239954,1.3392638186552934,1.1634698531111498
2013-07-01,412101,144495,194790.0,339285.0,16953.838,32290304.0,2.430723945810972,1.2762375975153408,1.214616030770591
2013-08-01,414442,143808,195181.0,338989.0,16953.838,32290304.0,2.4445320286769285,1.2834874518369355,1.2225824436781134
2013-09-01,432852,149895,197780.0,347675.0,16953.838,32290304.0,2.55312101012172,1.3405014706581888,1.2449902926583736
2013-10-01,445022,151494,199889.0,351383.0,17192.019,34765111.0,2.588538321182637,1.2800822065547268,1.26648699567139
2013-11-01,456378,150214,199153.0,349367.0,17192.019,34765111.0,2.654592226776855,1.3127471389347787,1.3062996791339765
2013-12-01,478502,157000,197521.0,354521.0,17192.019,34765111.0,2.7832798463054282,1.3763856528460385,1.3497141213073414
2014-01-01,487549,151878,195863.0,347741.0,17197.738,35829628.0,2.834960039512173,1.3607425675756388,1.4020463505885128
2014-02-01,502093,154049,190312.0,344361.0,17197.738,35829628.0,2.9195293008882914,1.4013346719647772,1.4580425774114956
2014-03-01,487932,156083,194461.0,350544.0,17197.738,35829628.0,2.8371870765794895,1.3618115153191097,1.3919279748048747
2014-04-01,475195,149801,194679.0,344480.0,17518.508,37524686.0,2.7125312269743516,1.2663530349061414,1.3794559916395728
2014-05-01,475362,150474,188551.0,339025.0,17518.508,37524686.0,2.713484504502324,1.2667980752723689,1.4021443846324018
2014-06-01,502270,160293,184723.0,345016.0,17518.508,37524686.0,2.867082059727917,1.3385055373947699,1.4557875576784844
2014-07-01,498671,155931,177981.0,333912.0,17804.228,37118175.0,2.8008571896518064,1.3434685299048243,1.4934204221471525
2014-08-01,501000,155245,180820.0,336065.0,17804.228,37118175.0,2.813938352171181,1.3497430840821243,1.4907830330442027
2014-09-01,503901,161621,183243.0,344864.0,17804.228,37118175.0,2.8302322347253694,1.357558662299534,1.4611586016516656
2014-10-01,492888,158624,185193.0,343817.0,17912.079,38421430.0,2.751707381370973,1.2828465780685414,1.4335765828914802
2014-11-01,496341,158420,184227.0,342647.0,17912.079,38421430.0,2.77098487562499,1.2918337500712493,1.448549089879672
2014-12-01,495756,169295,181223.0,350518.0,17912.079,38421430.0,2.767718923079783,1.2903111622862553,1.4143524726262275
2015-01-01,485872,163599,178259.0,341858.0,18063.529,39040908.0,2.6897955543459973,1.2445202350314188,1.4212684798951611
2015-02-01,504923,168371,170930.0,339301.0,18063.529,39040908.0,2.795262210390893,1.2933177681215815,1.488127061222926
2015-03-01,518055,171625,170074.0,341699.0,18063.529,39040908.0,2.8679611830002876,1.326954280878918,1.516115060330876
2015-04-01,549964,168430,167073.0,335503.0,18279.784,39031484.0,3.0085913487818017,1.4090266206634623,1.6392223020360475
2015-05-01,541671,166334,169076.0,335410.0,18279.784,39031484.0,2.9632242919281757,1.3877796703809673,1.6149518499746578
2015-06-01,547957,170614,168441.0,339055.0,18279.784,39031484.0,2.9976120067939536,1.4038846178638762,1.6161301263806758
2015-07-01,530744,168659,169132.0,337791.0,18401.626,35864048.0,2.884223383303193,1.4798775642950288,1.5712200739510527
2015-08-01,515960,175647,168692.0,344339.0,18401.626,35864048.0,2.8038826568912985,1.4386552237494217,1.498407093010086
2015-09-01,497279,173760,167132.0,340892.0,18401.626,35864048.0,2.702364454097698,1.3865668482263909,1.4587581990777139
2015-10-01,513941,174437,163210.0,337647.0,18435.137,37372677.0,2.787833906523179,1.3751784492183956,1.5221251780705884
2015-11-01,515410,174607,165584.0,340191.0,18435.137,37372677.0,2.7958023854121614,1.3791091283078276,1.5150606571014518
2015-12-01,503444,181812,159677.0,341489.0,18435.137,37372677.0,2.730893727559497,1.3470910847515687,1.4742612499963395
2016-01-01,487200,180616,162825.0,343441.0,18525.933,37477342.0,2.6298270645802293,1.2999854685532395,1.4185842692048998
2016-02-01,474156,178989,168308.0,347297.0,18525.933,37477342.0,2.5594176552403596,1.26518043889025,1.3652752543212294
2016-03-01,483909,182673,172525.0,355198.0,18525.933,37477342.0,2.612062777081187,1.2912041627712019,1.3623640898878935
2016-04-01,495178,176016,187000.0,363016.0,18711.702,38168143.0,2.646354671531216,1.297359423538106,1.3640665976155322
2016-05-01,489867,177161,187495.0,364656.0,18711.702,38168143.0,2.617971363588411,1.283444677934685,1.3433674476767146
2016-06-01,487636,186233,189585.0,375818.0,18711.702,38168143.0,2.6060483434377053,1.277599489186571,1.2975323161743184
2016-07-01,513221,183435,188155.0,371590.0,18892.639,39544552.0,2.7165130292279445,1.2978298502408119,1.3811485777335235
2016-08-01,510157,177764,185695.0,363459.0,18892.639,39544552.0,2.7002950725941464,1.2900816274262004,1.4036163638814831
2016-09-01,540615,184757,182833.0,367590.0,18892.639,39544552.0,2.8615113007769852,1.3671036151831988,1.470701052803395
2016-10-01,523760,182051,182986.0,365037.0,19089.379,40328656.0,2.743724664903976,1.2987291220416568,1.4348134572659759
2016-11-01,539972,179598,187085.0,366683.0,19089.379,40328656.0,2.8286514715853253,1.3389288252006215,1.4725853121088242
2016-12-01,529372,188062,189979.0,378041.0,19089.379,40328656.0,2.773123211603688,1.3126447853853596,1.4003031417227232
2017-01-01,553557,186301,186029.0,372330.0,19280.084,42649191.0,2.871133756471185,1.297930832967031,1.486737571509145
2017-02-01,568637,185720,184598.0,370318.0,19280.084,42649191.0,2.9493491833334335,1.333289065201729,1.535537024935326
2017-03-01,577674,186892,184977.0,371869.0,19280.084,42649191.0,2.996221385757448,1.3544782127285837,1.5534341394415776
2017-04-01,590797,180908,184930.0,365838.0,19438.643,43912491.0,3.0392913744030383,1.3453962336138026,1.6149142516633046
2017-05-01,582764,176970,185463.0,362433.0,19438.643,43912491.0,2.997966473276967,1.3271030331665767,1.6079220159312204
2017-06-01,584258,176707,187500.0,364207.0,19438.643,43912491.0,3.0056521949603168,1.330505254188381,1.6041921215133153
2017-07-01,594414,173195,184246.0,357441.0,19692.595,45603230.0,3.01846455482378,1.3034471461780228,1.662970951849396
2017-08-01,596567,170524,183744.0,354268.0,19692.595,45603230.0,3.029397598437382,1.3081683029908189,1.6839426648751792
2017-09-01,606334,172872,183599.0,356471.0,19692.595,45603230.0,3.0789949216951853,1.3295856455781752,1.7009349989199682
2017-10-01,607838,169368,184047.0,353415.0,20037.088,48135608.0,3.03356455788386,1.262761654532337,1.7198987026583479
2017-11-01,627422,170948,185312.0,356260.0,20037.088,48135608.0,3.1313033111398223,1.3034467124628404,1.76113512603155
2017-12-01,642798,172999,182773.0,355772.0,20037.088,48135608.0,3.208041008753368,1.3353898012465117,1.8067695040644007
2018-01-01,665716,168450,181763.0,350213.0,20328.553,47804403.0,3.2747830108714577,1.3925830221120008,1.90088888761982
2018-02-01,645064,164657,183267.0,347924.0,20328.553,47804403.0,3.1731919138563383,1.3493819805677731,1.8540370885595705
2018-03-01,645235,166148,180751.0,346899.0,20328.553,47804403.0,3.1740330952232556,1.3497396882040342,1.8600082444746164
2018-04-01,652303,155989,179410.0,335399.0,20580.912,48621251.0,3.169456241783649,1.3416006099884183,1.9448567228882614
2018-05-01,668940,155344,181890.0,337234.0,20580.912,48621251.0,3.250293281463912,1.3758181581958886,1.983607821275435
2018-06-01,646931,157150,179399.0,336549.0,20580.912,48621251.0,3.143354385850345,1.3305519432233448,1.9222490632864753
2018-07-01,652790,148947,178299.0,327246.0,20798.73,50854233.0,3.1386050975227815,1.28364928834931,1.9947990196977197
2018-08-01,652395,148873,178601.0,327474.0,20798.73,50854233.0,3.1367059431032565,1.2828725585144505,1.9922039612305098
2018-09-01,648126,151384,188152.0,339536.0,20798.73,50854233.0,3.1161806514147736,1.2744779770840315,1.9088579708779039
2018-10-01,607645,148037,183432.0,331469.0,20917.867,44018400.0,2.9049089947842197,1.3804340911982262,1.8331880205992115
2018-11-01,592593,146452,178810.0,325262.0,20917.867,44018400.0,2.8329513711890417,1.3462392999291206,1.8218943497857112
2018-12-01,554285,159572,190743.0,350315.0,20917.867,44018400.0,2.649816063941892,1.2592120567762572,1.5822474059061131
2019-01-01,568433,151804,186050.0,337854.0,21111.6,49412115.0,2.6925150154417477,1.1503919635903057,1.6824811900998655
2019-02-01,581205,149686,181955.0,331641.0,21111.6,49412115.0,2.753012561814358,1.1762398755851677,1.752512505992926
2019-03-01,574013,141074,180765.0,321839.0,21111.6,49412115.0,2.7189459823035675,1.1616847406754396,1.7835408387423526
2019-04-01,588721,143802,178523.0,322325.0,21397.938,50883413.0,2.751297811966742,1.1569998262498626,1.8264825874505546
2019-05-01,568751,137489,179019.0,316508.0,21397.938,50883413.0,2.6579710624453625,1.1177532450506023,1.7969561590860264
2019-06-01,596304,139826,179542.0,319368.0,21397.938,50883413.0,2.786735806038881,1.1719025215545191,1.8671375967535884
2019-07-01,602139,138703,182613.0,321316.0,21717.171,50878917.0,2.7726401380732324,1.1834744831537982,1.873977641947491
2019-08-01,564894,135567,181451.0,317018.0,21717.171,50878917.0,2.6011398998515967,1.1102712740524723,1.781898819625384
