date,debit,free_credit_cash,free_credit_margin,total_free_credit,gdp_b,mktcap_m,debt_gdp_pct,debt_mktcap_pct,net_leverage
2019-09-01,555910,150648,187887.0,338535.0,21717.171,50878917.0,2.5597717124389727,1.0926136654992087,1.6421049522205975
2019-10-01,554604,145650,183966.0,329616.0,21933.217,54711547.0,2.5286030772412453,1.0136872934702432,1.6825760885393912
2019-11-01,563482,146935,186866.0,333801.0,21933.217,54711547.0,2.56908049557892,1.0299142153666392,1.688077627089194
2019-12-01,579221,151543,186315.0,337858.0,21933.217,54711547.0,2.6408392348463976,1.0586814516504168,1.7143918450946847
2020-01-01,561812,152854,186847.0,339701.0,21751.238,43079073.0,2.5828966608705217,1.3041413402744297,1.6538426439721992
2020-02-01,545127,163001,197716.0,360717.0,21751.238,43079073.0,2.5061883833922467,1.2654102375879817,1.511231796671629
2020-03-01,479291,191046,226202.0,417248.0,21751.238,43079073.0,2.2035113587557635,1.1125842935385355,1.148695739703965
2020-04-01,524696,180942,217187.0,398129.0,19958.291,51954925.0,2.628962569991589,1.0099061831000622,1.317904498290755
2020-05-01,552543,175794,210935.0,386729.0,19958.291,51954925.0,2.7684885444349923,1.0635045666989222,1.428760191245032
2020-06-01,584676,185497,229078.0,414575.0,19958.291,51954925.0,2.9294893034679172,1.1253524088428577,1.41030211662546
2020-07-01,613830,181420,223768.0,405188.0,21704.437,56595953.0,2.828131409259775,1.0845828499433519,1.5149264045332043
2020-08-01,645547,185113,215042.0,400155.0,21704.437,56595953.0,2.9742628200860497,1.1406239594551928,1.6132423685821744
2020-09-01,654324,189462,211547.0,401009.0,21704.437,56595953.0,3.0147015561841113,1.1561321354549856,1.6316940517544494
2020-10-01,659313,193293,217739.0,411032.0,22087.16,65522355.0,2.9850510432305466,1.0062413049714103,1.604042994219428
2020-11-01,722118,200723,221567.0,422290.0,22087.16,65522355.0,3.2694017700781814,1.1020940868196816,1.7100049728859315
2020-12-01,778037,224987,227127.0,452114.0,22087.16,65522355.0,3.5225760124887042,1.1874374783995478,1.7208867674966932
2021-01-01,798605,224133,241220.0,465353.0,22680.693,70194672.0,3.5210784785103346,1.1377003086502064,1.7161273269969248
2021-02-01,813680,220840,240481.0,461321.0,22680.693,70194672.0,3.587544701566218,1.1591762975970599,1.7638043791633158
2021-03-01,822551,219522,237154.0,456676.0,22680.693,70194672.0,3.626657263073928,1.1718140089036957,1.8011697571144532
2021-04-01,847186,218132,233145.0,451277.0,23425.91,75790935.0,3.6164486246211993,1.1177933086588785,1.8773081721426086
2021-05-01,861626,213356,234992.0,448348.0,23425.91,75790935.0,3.6780897732468025,1.1368457190823678,1.9217795105587623
2021-06-01,882103,221862,239290.0,461152.0,23425.91,75790935.0,3.7655015322777214,1.1638634620354005,1.9128248386649087
2021-07-01,844324,215463,195762.0,411225.0,23982.379,76049332.0,3.5206015216422024,1.110231974161193,2.0531922913247005
2021-08-01,911545,219365,198913.0,418278.0,23982.379,76049332.0,3.800894815314194,1.1986232831078647,2.1792802872730577
2021-09-01,903117,229279,205564.0,434843.0,23982.379,76049332.0,3.7657523467542564,1.1875410029900066,2.076880621281704
2021-10-01,935862,226159,200548.0,426707.0,24813.6,81262593.0,3.7715688171003,1.1516516584697216,2.1932192347442157
2021-11-01,918598,235638,211623.0,447261.0,24813.6,81262593.0,3.7019940677692875,1.130406951203243,2.0538298666773986
2021-12-01,910021,250435,215116.0,465551.0,24813.6,81262593.0,3.6674283457458814,1.119852279387639,1.9547181726599234
2022-01-01,829637,247752,194545.0,442297.0,25250.347,77232954.0,3.2856459358756536,1.0742007873996378,1.8757463876083265
2022-02-01,835255,250686,195269.0,445955.0,25250.347,77232954.0,3.3078951350648764,1.081474884412682,1.8729580338823424
2022-03-01,799660,256076,196008.0,452084.0,25250.347,77232954.0,3.1669267753033257,1.0353870447581224,1.7688305713097565
2022-04-01,772940,242724,188652.0,431376.0,25861.292,64877809.0,2.988791124588826,1.1913780873826982,1.7918011201364934
2022-05-01,752944,244857,184151.0,429008.0,25861.292,64877809.0,2.9114709350174772,1.1605570712167546,1.7550814903218588
2022-06-01,683445,249399,186931.0,436330.0,25861.292,64877809.0,2.6427333947584675,1.0534341565079672,1.5663488643916301
2022-07-01,696781,232147,177054.0,409201.0,26336.304,61604695.0,2.6457053351146005,1.1310517810371434,1.702784206294706
2022-08-01,687787,226182,175974.0,402156.0,26336.304,61604695.0,2.6115547572658637,1.1164522444271496,1.710249256507425
2022-09-01,664009,223400,173050.0,396450.0,26336.304,61604695.0,2.5212687399112648,1.077854536898527,1.6748871232185647
2022-10-01,649618,216057,172976.0,389033.0,26770.514,65316592.0,2.426617583808813,0.9945681183121127,1.6698274953538645
2022-11-01,643783,205158,165434.0,370592.0,26770.514,65316592.0,2.4048212148634875,0.9856347067219918,1.737174574734479
2022-12-01,606659,205902,164065.0,369967.0,26770.514,65316592.0,2.266146253299432,0.928797693547759,1.6397651682447354
2023-01-01,641228,208720,161224.0,369944.0,27216.445,69164732.0,2.3560314361409067,0.9271025585698792,1.7333109876089354
2023-02-01,624379,198644,159103.0,357747.0,27216.445,69164732.0,2.294124012155151,0.9027418771752054,1.7453088355737434
2023-03-01,645429,191618,152014.0,343632.0,27216.445,69164732.0,2.37146695683437,0.9331764634033426,1.8782563905573404
2023-04-01,631949,175460,145594.0,321054.0,27530.055,73547252.0,2.2954876043654835,0.8592421644795104,1.9683573479850742
2023-05-01,644170,178576,147377.0,325953.0,27530.055,73547252.0,2.3398790885089045,0.8758586928577563,1.9762665169518305
2023-06-01,681228,181569,145173.0,326742.0,27530.055,73547252.0,2.474488336474446,0.9262453476847782,2.0849110307214866
2023-07-01,709834,174804,147921.0,322725.0,28074.846,71006298.0,2.52836293385189,0.9996775215629465,2.1995011232473467
2023-08-01,689185,177711,145989.0,323700.0,28074.846,71006298.0,2.4548131092152743,0.9705970025363102,2.129085573061477
2023-09-01,680846,153918,141751.0,295669.0,28074.846,71006298.0,2.4251103639179354,0.9588529738587414,2.3027304181364974
2023-10-01,635276,162865,142117.0,304982.0,28424.722,78222404.0,2.234941822825919,0.8121407263320621,2.082995062003659
2023-11-01,660887,171207,146319.0,317526.0,28424.722,78222404.0,2.3250429678784545,0.8448819854731133,2.0813634159092484
2023-12-01,700774,161639,147019.0,308658.0,28424.722,78222404.0,2.465367999025637,0.8958737703842494,2.2703898813573598
2024-01-01,701975,165025,144941.0,309966.0,28708.161,85050849.0,2.445210614500873,0.825359191887667,2.264683868553325
2024-02-01,742963,166144,150620.0,316764.0,28708.161,85050849.0,2.5879853467451293,0.873551538562537,2.345478021492341
2024-03-01,784136,166990,151339.0,318329.0,28708.161,85050849.0,2.731404495049335,0.9219614021724816,2.463287981930644
2024-04-01,775464,161749,149855.0,311604.0,29147.044,86969238.0,2.660523653788014,0.8916532073099226,2.48862017175646
2024-05-01,809431,155256,145072.0,300328.0,29147.044,86969238.0,2.777060342722919,0.9307095458281468,2.6951566287525637
2024-06-01,809322,157240,149714.0,306954.0,29147.044,86969238.0,2.7766863768415075,0.9305842141562745,2.6366230770734376
2024-07-01,810835,154951,150738.0,305689.0,29511.664,92365620.0,2.7475068840577745,0.8778536862525256,2.6524834063378138
2024-08-01,797162,148702,152107.0,300809.0,29511.664,92365620.0,2.701176050255926,0.8630505592881853,2.6500603372904403
2024-09-01,813211,167901,158358.0,326259.0,29511.664,92365620.0,2.7555579380410404,0.8804260719518799,2.4925320067798897
2024-10-01,815369,173621,164813.0,338434.0,29825.182,93801448.0,2.733827407993688,0.86924990752808,2.409240797319418
2024-11-01,890852,170052,167223.0,337275.0,29825.182,93801448.0,2.986912200569304,0.9497209467384767,2.6413223630568528
2024-12-01,899168,181280,175795.0,357075.0,29825.182,93801448.0,3.0147946792076574,0.9585864815221189,2.5181488482811734
2025-01-01,937253,178301,166346.0,344647.0,30042.113,91075353.0,3.1197971993514573,1.0290962034481492,2.719457880091804
2025-02-01,918144,183278,176051.0,359329.0,30042.113,91075353.0,3.0561898226000284,1.008114676206635,2.55516253906587
2025-03-01,880316,189855,176161.0,366016.0,30042.113,91075353.0,2.930273246758642,0.9665798385651057,2.4051298303899284
2025-04-01,850558,187958,175824.0,363782.0,30485.729,99706000.0,2.790020209128015,0.8530660140813993,2.3380980917142686
2025-05-01,920960,187685,176698.0,364383.0,30485.729,99706000.0,3.020954493166294,0.9236756062824705,2.527450512235752
2025-06-01,1007961,200573,185584.0,386157.0,30485.729,99706000.0,3.3063372045326522,1.0109331434417188,2.6102362510585073
2025-07-01,1022548,194712,186672.0,381384.0,31098.027,107154168.0,3.2881442928839184,0.9542773921775959,2.681150756193233
2025-08-01,1059723,188221,181563.0,369784.0,31098.027,107154168.0,3.4076856387062753,0.9889703963731957,2.865789217489129
2025-09-01,1126494,204106,194884.0,398990.0,31098.027,107154168.0,3.62239700930223,1.0512834181121167,2.823363994085065
2025-10-01,1183654,197923,195376.0,393299.0,31422.526,110183023.0,3.7668963978261965,1.0742616854867015,3.009552528737678
2025-11-01,1214321,202131,194418.0,396549.0,31422.526,110183023.0,3.8644919889635867,1.1020944669488693,3.0622218187411896
2025-12-01,1225597,211720,199762.0,411482.0,31422.526,110183023.0,3.900377073440881,1.1123283484425726,2.9784948065772014
2026-01-01,1279042,203700,196911.0,400611.0,31865.721,106892981.0,4.013849239438204,1.1965631307447586,3.192728107815312
2026-02-01,1253192,205060,200047.0,405107.0,31865.721,106892981.0,3.932727585231792,1.1723800648800318,3.093483943748195
2026-03-01,1220922,221860,205600.0,427460.0,31865.721,106892981.0,3.8314588896325303,1.1421909919417441,2.856225143873111
2026-04-01,1304281,217836,215445.0,433281.0,31865.721,106892981.0,4.09305347272701,1.2201745968708646,3.010242775473653
2026-05-01,1415557,206600,217256.0,423856.0,31865.721,106892981.0,4.442256304195973,1.3242749774187699,3.339712072024461
