date,spot,implied_vol_1w,risk_reversal_25d,iv_used,band_up_10,band_dn_10,band_up_15,band_dn_15,band_up_20,band_dn_20,sigma_consumed,abs_sigma,bb_mid,bb_upper,bb_lower,bb_bandwidth,bb_bandwidth_pct,bb_squeeze,log_return,rv_20d,iv_rv_ratio,iv_rv_flag,squeeze_flag,squeeze_direction
2025-05-05,0.85109,0.062400000000000004,0.007125,0.062400000000000004,0.85847653033823,0.8437670250747714,0.8621938009730402,0.8401291998185565,0.8659271676809336,0.8365070587170921,,,,,,,,False,,,,False,False,
2025-05-06,0.85045,0.06325,0.006750000000000001,0.06325,0.8579319589615473,0.8430332906300054,0.8616975862307972,0.8393492265235157,0.8654797415575262,0.8356812618148689,-0.08664419838466894,0.08664419838466894,,,,,,False,-0.0007522597531424924,,,False,False,
2025-05-07,0.85025,0.06315,0.0066749999999999995,0.06315,0.8577183212417477,0.8428467068925343,0.8614770457131727,0.8391692687546042,0.8652522418038953,0.8355078757066623,-0.026730967254427543,0.026730967254427543,,,,,,False,-0.00023519727279597941,,,False,False,
2025-05-08,0.84759,0.055650000000000005,0.006125,0.055650000000000005,0.8541473466254603,0.8410829945655955,0.8574450194744864,0.8378482489061522,0.8607554239046172,0.8346259438495375,-0.3561710743146165,0.3561710743146165,,,,,,False,-0.003133395580691,,,False,False,
2025-05-09,0.84582,0.053849999999999995,0.006025,0.053849999999999995,0.8521512083969827,0.8395358304376409,0.8553345620867806,0.8364112759042418,0.85852980772793,0.8332983502265486,-0.2699262523544976,0.2699262523544976,,,,,,False,-0.0020904572957247615,,,False,False,
2025-05-12,0.84143,0.0495,0.0046,0.0495,0.8472178221113802,0.8356817177612696,0.8501266455392512,0.8328223196096856,0.8530454560725791,0.8299727052760496,-0.6933905385411455,0.6933905385411455,,,,,,False,-0.005203745629141925,,,False,False,
2025-05-13,0.84067,0.049749999999999996,0.004525,0.049749999999999996,0.8464819001541857,0.834898004046242,0.8494029004428035,0.8320268844520965,0.8523339803830764,0.829165638312773,-0.1313101863489625,0.1313101863489625,,,,,,False,-0.0009036324257950266,,,False,False,
2025-05-14,0.84249,0.0535,0.00565,0.0535,0.8487551424470721,0.8362711041179489,0.8519051635049024,0.8331788918613772,0.8550668753698556,0.8300981134288281,0.31315059648593435,0.31315059648593435,,,,,,False,0.0021625997639204563,,,False,False,
2025-05-15,0.84086,0.05065,0.007025,0.05065,0.8467787466295686,0.8349826237541409,0.849753724759231,0.8320593590811669,0.8527391548456854,0.8291463287245787,-0.26016966314335954,0.26016966314335954,,,,,,False,-0.0019366150942345145,,,False,False,
2025-05-16,0.84045,0.049249999999999995,0.0063,0.049249999999999995,0.8462017840672629,0.834737311832296,0.8490924206044854,0.8318955455957683,0.851992931594525,0.8290634538223663,-0.06927142276234026,0.06927142276234026,,,,,,False,-0.0004877149462348885,,,False,False,
2025-05-19,0.84137,0.04545,0.006025,0.04545,0.846682402474114,0.8360909295284934,0.8493511689284516,0.8334638283869046,0.8520283474087947,0.8308449819221272,0.15995037178746774,0.15995037178746774,,,,,,False,0.0010940529804214143,,,False,False,
2025-05-20,0.84249,0.04415,0.005350000000000001,0.04415,0.8476568563705192,0.837354637983066,0.850252155251509,0.8347987073199957,0.8528554002444553,0.8322505783472226,0.21082739974192027,0.21082739974192027,,,,,,False,0.0013302770600478683,,,False,False,
2025-05-21,0.84419,0.045250000000000005,0.005475,0.045250000000000005,0.8494966791009227,0.8389164709322356,0.8521625149830785,0.836292072896625,0.8548367166200693,0.8336758848143149,0.3290201774718906,0.3290201774718906,,,,,,False,0.002015795024133244,,,False,False,
2025-05-22,0.84061,0.0429,0.005675,0.0429,0.8456189320882633,0.8356307377780472,0.8481345795391386,0.8331521779055012,0.8506577108362914,0.830680969676168,-0.6746215348460614,0.6746215348460614,,,,,,False,-0.004249768979176635,,,False,False,
2025-05-23,0.83957,0.051050000000000005,0.004125,0.051050000000000005,0.8455265022041447,0.8336554597194799,0.8485205819788411,0.8307138328408599,0.8515252640394195,0.8277825857523463,-0.2076290877324502,0.2076290877324502,,,,,,False,-0.001237962757348746,,,False,False,
2025-05-26,0.83942,0.0501,0.0038,0.0501,0.8452642271250524,0.833616180347065,0.8482015813275627,0.8307293359405848,0.8511491430479522,0.8278524887856261,-0.025182564340462957,0.025182564340462957,,,,,,False,-0.00017867884906884704,,,False,False,
2025-05-27,0.83865,0.044649999999999995,0.003725,0.044649999999999995,0.8438517346259191,0.8334803302997167,0.8464646883888349,0.8309074579811818,0.8490857330604815,0.8283425278680318,-0.13175394855879272,0.13175394855879272,,,,,,False,-0.0009177210176475758,,,False,False,
2025-05-28,0.83836,0.044050000000000006,0.003975,0.044050000000000006,0.8434898465952702,0.8332613515586818,0.8460665288109024,0.8307236673075952,0.8486510822430848,0.8281937115337099,-0.055750633366608834,0.055750633366608834,,,,,,False,-0.00034585363580505175,,,False,False,
2025-05-29,0.84236,0.049100000000000005,0.003575,0.049100000000000005,0.8481072378294651,0.8366517085928682,0.8509955446203079,0.8338120852519761,0.853893687804175,0.8309820996858418,0.7797504127488086,0.7797504127488086,,,,,,False,0.004759873806618589,,,False,False,
2025-05-30,0.84316,0.0473,0.003425,0.0473,0.8487011114839578,0.8376550660537669,0.8514853080394632,0.8349160917842302,0.8542786382585811,0.8321860734445902,0.13919730203238984,0.13919730203238984,0.843064,0.8509740399892529,0.8351539600107472,0.0187649810435575,100.0,False,0.0009492620201163582,,,False,False,
2025-06-02,0.84466,0.045700000000000005,0.003275,0.045700000000000005,0.8500226038296295,0.8393312276469737,0.8527166596169834,0.8366794615229659,0.8554192539261988,0.8340360733352781,0.2707038117429434,0.2707038117429434,0.8427425,0.8497502367019752,0.8357347632980247,0.016630789836694596,50.0,False,0.0017774411903071312,0.03693000957365352,1.2374759857252553,True,False,
2025-06-03,0.84125,0.0438,0.003175,0.0438,0.8463682274122609,0.8361627239526359,0.8489390066825555,0.83363063415536,0.8515175944998188,0.8311062120985342,-0.6358851237824026,0.6358851237824026,0.8422824999999999,0.8482974773591909,0.836267522640809,0.01428256519443533,33.33333333333333,False,-0.0040452985630634085,0.039154185150281566,1.1186543617722313,False,False,
2025-06-04,0.84241,0.0431,0.0031,0.0431,0.8474531293016104,0.8373968819783923,0.8499860042854832,0.8349015213451085,0.852526449547242,0.8324135966419364,0.22664096503823425,0.22664096503823425,0.8418905000000001,0.846599208505469,0.8371817914945312,0.011186035489101954,25.0,False,0.0013779506355743717,0.039737205232746736,1.084625849944828,False,False,
2025-06-05,0.84336,0.042,0.003125,0.042,0.8482795853266205,0.8384689457381421,0.8507501291109579,0.8360340660109795,0.8532278681487188,0.8336062570755449,0.18837510267615581,0.18837510267615581,0.8416789999999998,0.8456286083749899,0.8377293916250098,0.00938507049597301,20.0,True,0.0011270815123848108,0.038806992164124046,1.0822791888217453,False,False,
2025-06-06,0.84239,0.040650000000000006,0.0031,0.040650000000000006,0.8471455343767258,0.8376611612809747,0.8495333594987626,0.8353067059293432,0.8519279151158349,0.8329588683609624,-0.19717108975653325,0.19717108975653325,0.8415075,0.8449675448734544,0.8380474551265455,0.008223443934734783,16.666666666666664,True,-0.0011508232027942166,0.03835671730839344,1.0597882940077548,False,False,
2025-06-09,0.84273,0.038599999999999995,0.0032,0.038599999999999995,0.8472468911901849,0.8382371895190346,0.8495144073581786,0.8359997743988381,0.8517879921581444,0.8337683313668316,0.07149564550810728,0.07149564550810728,0.8415725000000001,0.8450749976050936,0.8380700023949065,0.008323697851566156,28.57142857142857,False,0.0004035320981457913,0.03352035722094765,1.1515390407557458,False,False,
2025-06-10,0.84622,0.040650000000000006,0.003775,0.040650000000000006,0.8509971558307587,0.8414696612010902,0.8533958374090895,0.839104501111752,0.8558012800832415,0.8367459888939964,0.7726553182382746,0.7726553182382746,0.84185,0.8458896769021403,0.8378103230978596,0.009597141776184247,50.0,False,0.004132751078865185,0.03622403529540435,1.1221830938630177,False,False,
2025-06-11,0.84796,0.03795,0.0035499999999999998,0.03795,0.8524281881473559,0.8435152328347255,0.8546711036305389,0.8413015937307602,0.856919920689872,0.8390937638853497,0.3642334605868797,0.3642334605868797,0.8421234999999999,0.8469996860635457,0.8372473139364541,0.011580691106579463,66.66666666666666,False,0.0020540917869382694,0.03615316625202212,1.0497005915181046,False,False,
2025-06-12,0.85088,0.052199999999999996,0.0058,0.052199999999999996,0.8570532247811724,0.8447512400234594,0.8601566121937941,0.8417034341612231,0.863271236963857,0.8386666245782863,0.6535087385986489,0.6535087385986489,0.8426245,0.8488314824009995,0.8364175175990005,0.014732499235423331,80.0,False,0.0034376431866030856,0.03672547568074155,1.4213566749626372,True,False,
2025-06-13,0.85108,0.051449999999999996,0.005575,0.051449999999999996,0.8571656427710678,0.8450375636362927,0.8602247630192443,0.842032451911403,0.86329480089667,0.8390380269262131,0.03239797789478755,0.03239797789478755,0.8431559999999999,0.8503249194664043,0.8359870805335955,0.017004965786650186,90.9090909090909,False,0.0002350231508620611,0.03653267925166215,1.408328133985934,True,False,
